SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalServices,AvgMonthlyCharges,ChargeEvolution,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 Years,TenureGroup_2-3 Years,TenureGroup_3-4 Years,TenureGroup_4-5 Years,TenureGroup_5+ Years
0,1,1,72,1,1,115.8,8476.5,0,9,117.72916666666667,-1.9291666666666742,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,0,1,52,1,1,85.15,4461.85,0,8,85.8048076923077,-0.6548076923076991,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,2,1,0,24.85,62.0,0,8,31.0,-6.149999999999999,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,5,1,1,64.35,352.65,0,5,70.53,-6.180000000000007,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,68,1,0,20.5,1424.9,0,7,20.954411764705885,-0.45441176470588474,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True
0,0,1,62,1,1,100.15,6413.65,1,6,103.44596774193548,-3.2959677419354705,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True
0,0,0,72,1,0,86.05,6309.65,0,8,87.63402777777777,-1.5840277777777771,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
0,0,0,1,1,0,50.8,50.8,1,3,50.8,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,66,1,0,89.0,5898.6,0,6,89.37272727272727,-0.3727272727272748,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,1,72,0,1,64.8,4719.75,0,8,65.55208333333333,-0.7520833333333314,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
0,0,0,26,1,0,19.8,457.3,0,7,17.588461538461537,2.2115384615384635,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,1,64,1,0,93.4,5822.3,0,6,90.9734375,2.426562500000003,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,1,0,20,1,1,73.65,1463.5,1,3,73.175,0.4750000000000085,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,3,1,1,95.1,307.4,1,5,102.46666666666665,-7.36666666666666,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,22,1,1,94.65,2104.55,1,5,95.66136363636365,-1.0113636363636402,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
0,1,0,4,1,1,80.6,319.15,1,4,79.7875,0.8125,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,62,0,1,39.0,2337.45,0,4,37.7008064516129,1.2991935483871018,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,5,1,1,20.5,104.3,0,7,20.86,-0.35999999999999943,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,59,1,0,85.55,5084.65,1,4,86.18050847457627,-0.6305084745762741,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0,0,1,3,1,1,26.4,121.25,0,8,40.416666666666664,-14.016666666666666,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,1,0,72,1,1,98.2,7015.9,0,7,97.44305555555555,0.7569444444444571,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,57,1,1,97.55,5598.0,0,6,98.21052631578948,-0.6605263157894825,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False
0,0,1,66,1,0,19.95,1269.1,0,7,19.228787878787877,0.7212121212121225,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True
0,0,0,60,0,1,50.8,3027.4,1,5,50.45666666666667,0.3433333333333266,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,0,1,45,1,0,99.7,4634.35,0,6,102.98555555555556,-3.285555555555561,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,0,0,3,0,1,34.8,113.95,0,3,37.983333333333334,-3.183333333333337,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,15,1,0,105.1,1582.75,1,7,105.51666666666667,-0.4166666666666714,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,0,1,51,0,0,60.15,3077.0,0,7,60.333333333333336,-0.18333333333333712,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
0,0,0,60,1,0,64.75,4039.5,0,6,67.325,-2.575000000000003,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,0,33,1,1,54.65,1665.2,0,4,50.46060606060606,4.189393939393938,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,10,1,1,110.1,1043.3,1,8,104.33,5.769999999999996,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,0,0,26,1,0,19.3,504.2,0,7,19.392307692307693,-0.09230769230769198,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,6,1,0,83.9,497.55,1,4,82.925,0.9750000000000085,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,67,1,1,111.25,7511.65,0,8,112.1141791044776,-0.8641791044775999,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True
0,1,1,49,0,1,35.8,1782.0,0,4,36.36734693877551,-0.5673469387755148,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,1,1,1,20.05,20.05,0,7,20.05,0.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,7,1,1,84.35,609.65,0,4,87.09285714285714,-2.7428571428571473,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,27,1,1,110.5,2857.6,0,8,105.83703703703704,4.662962962962965,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0,1,1,37,1,0,91.2,3247.55,0,4,87.77162162162162,3.428378378378383,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False
0,1,1,63,1,1,100.55,6215.35,1,7,98.65634920634922,1.893650793650778,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,31,1,0,89.3,2823.0,0,6,91.06451612903226,-1.764516129032259,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,1,50,1,1,103.85,5017.9,1,7,100.35799999999999,3.4920000000000044,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,0,0,32,1,1,81.1,2619.25,0,4,81.8515625,-0.7515625000000057,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,1,0,0,24.6,24.6,1,2,24.6,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,63,1,1,81.2,4965.1,0,4,78.81111111111112,2.3888888888888857,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,0,30,1,1,94.3,2679.7,0,6,89.32333333333332,4.976666666666674,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,71,1,1,116.1,8310.55,0,9,117.04999999999998,-0.9499999999999886,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,53,1,0,105.55,5682.25,0,7,107.2122641509434,-1.6622641509434004,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,12,1,1,98.9,1120.95,1,6,93.41250000000001,5.487499999999997,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,0,50,1,1,94.4,4914.9,0,6,98.29799999999999,-3.897999999999982,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,0,2,1,0,19.5,27.55,0,7,13.775,5.725,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,9,1,0,98.3,923.5,1,6,102.61111111111111,-4.311111111111117,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,0,0,17,1,0,93.85,1625.65,1,5,95.62647058823529,-1.7764705882352985,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,1,0,56,1,1,105.6,6068.65,0,7,108.36874999999999,-2.768749999999997,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False
0,1,1,67,1,0,81.35,5398.6,0,7,80.57611940298509,0.7738805970149087,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True
1,0,0,9,1,1,100.5,918.6,1,6,102.06666666666666,-1.5666666666666629,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,4,1,1,56.4,234.85,0,3,58.7125,-2.3125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,19,1,1,65.35,1231.85,0,5,64.83421052631579,0.5157894736842081,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0,1,8,1,0,19.95,170.9,0,7,21.3625,-1.4125000000000014,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,71,1,1,111.25,7984.15,0,8,112.45281690140844,-1.2028169014084398,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,10,1,1,72.85,688.65,1,3,68.865,3.9849999999999994,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,15,1,0,89.0,1288.3,0,5,85.88666666666667,3.1133333333333297,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,1,1,72,1,1,106.1,7848.5,0,7,109.00694444444444,-2.9069444444444485,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
0,0,0,12,1,0,20.05,267.0,0,7,22.25,-2.1999999999999993,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,1,1,72,1,1,25.2,1798.9,0,8,24.984722222222224,0.21527777777777501,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
1,1,0,1,1,1,73.55,73.55,1,3,73.55,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,23,1,1,75.4,1643.55,0,3,71.45869565217392,3.9413043478260903,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,72,0,1,65.55,4807.45,0,8,66.77013888888888,-1.2201388888888829,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,26,1,1,80.7,2193.0,0,4,84.34615384615384,-3.6461538461538368,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,0,0,21,1,1,104.55,2239.4,0,7,106.63809523809525,-2.0880952380952493,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False
0,1,0,60,1,0,24.15,1505.9,0,8,25.098333333333336,-0.9483333333333377,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0,0,12,1,0,20.45,255.35,0,7,21.279166666666665,-0.8291666666666657,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,16,1,1,75.4,1189.4,0,3,74.3375,1.0625,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,0,63,1,1,79.7,4786.15,0,7,75.97063492063492,3.729365079365081,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True
1,0,0,22,1,0,81.7,1820.9,0,4,82.76818181818182,-1.068181818181813,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,1,32,1,0,76.3,2404.15,0,7,75.1296875,1.1703124999999943,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,3,1,1,79.4,205.05,1,4,68.35000000000001,11.049999999999997,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,13,1,1,81.15,952.3,1,4,73.25384615384615,7.896153846153851,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,1,68,1,1,103.75,7039.45,0,7,103.52132352941176,0.22867647058824048,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
0,1,1,30,1,0,86.45,2538.05,0,4,84.60166666666667,1.8483333333333292,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
0,0,0,16,1,0,75.1,1212.85,0,3,75.803125,-0.703125,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,33,1,0,80.6,2651.1,0,4,80.33636363636363,0.26363636363636545,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,72,1,0,19.3,1304.8,0,7,18.12222222222222,1.1777777777777807,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True
1,0,0,4,1,1,84.6,360.1,1,4,90.025,-5.425000000000011,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,12,0,1,33.6,435.45,0,4,36.2875,-2.6875,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,1,0,4,1,1,83.25,308.05,0,4,77.0125,6.237499999999997,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,1,1,0,1,0,80.85,0.0,0,7,80.85,0.0,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0,0,6,1,1,79.05,434.5,1,4,72.41666666666667,6.633333333333326,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,65,1,1,108.05,7118.9,0,8,109.52153846153846,-1.471538461538458,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True
0,0,0,15,1,0,19.9,320.45,0,7,21.363333333333333,-1.4633333333333347,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,0,1,24,1,0,21.05,531.55,0,7,22.147916666666664,-1.0979166666666629,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,1,13,0,0,30.15,382.2,0,3,29.4,0.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,24,1,1,79.85,2001.0,0,3,83.375,-3.5250000000000057,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1,0,72,0,0,65.5,4919.7,0,8,68.32916666666667,-2.8291666666666657,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,1,1,54,1,1,104.1,5645.8,0,7,104.55185185185185,-0.45185185185185617,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,3,1,0,74.4,215.8,1,3,71.93333333333334,2.4666666666666686,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,4,1,1,20.5,77.6,0,7,19.4,1.1000000000000014,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,1,1,32,1,1,91.35,2896.55,0,5,90.5171875,0.8328124999999886,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,0,35,1,1,99.05,3395.8,1,6,97.02285714285715,2.0271428571428487,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,1,1,35,1,0,20.5,759.35,0,7,21.695714285714285,-1.1957142857142848,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,0,2,1,0,44.95,85.15,1,2,42.575,2.375,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,8,1,0,75.6,535.55,0,3,66.94375,8.65625,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,22,1,0,55.1,1253.15,0,4,56.96136363636364,-1.8613636363636417,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0,0,15,1,0,58.95,955.15,0,5,63.67666666666666,-4.7266666666666595,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,22,1,1,95.1,2162.6,0,5,98.3,-3.200000000000003,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,1,0,1,1,0,44.7,44.7,1,2,44.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,71,1,0,25.45,1813.35,0,8,25.54014084507042,-0.09014084507042242,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,4,1,0,56.75,245.15,0,4,61.2875,-4.537500000000001,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,25,1,0,81.75,2028.8,0,8,81.152,0.597999999999999,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,1,1,32,1,1,86.1,2723.75,0,4,85.1171875,0.9828124999999943,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,1,0,7,0,0,29.8,220.45,0,3,31.49285714285714,-1.6928571428571395,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,17,1,1,20.5,365.8,0,7,21.51764705882353,-1.0176470588235311,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
1,1,0,8,1,0,60.9,551.95,0,4,68.99375,-8.093750000000007,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,56,1,0,73.25,4054.2,0,7,72.39642857142857,0.8535714285714278,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0,0,1,1,1,45.7,45.7,1,2,45.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,8,1,0,100.3,832.35,1,6,104.04375,-3.7437500000000057,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,0,0,7,1,0,19.25,112.3,1,7,16.04285714285714,3.207142857142859,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0,0,1,3,1,0,20.85,60.65,0,7,20.216666666666665,0.6333333333333364,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,71,1,0,77.35,5550.1,0,7,78.17042253521127,-0.8204225352112786,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0,0,0,2,1,1,96.0,174.8,1,5,87.4,8.599999999999994,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,1,1,0,90.55,90.55,1,4,90.55,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,49,1,1,93.85,4733.1,0,6,96.59387755102041,-2.743877551020418,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,58,1,0,70.1,4048.95,0,6,69.80948275862069,0.29051724137930535,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,44,0,1,30.35,1359.7,1,3,30.902272727272727,-0.5522727272727259,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1,1,59,1,1,75.95,4542.35,0,6,76.98898305084747,-1.0389830508474631,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False
0,0,0,71,1,1,108.05,7532.15,1,8,106.08661971830985,1.9633802816901493,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,1,1,1,69.9,69.9,1,2,69.9,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,11,1,0,75.25,888.65,0,3,80.78636363636363,-5.536363636363632,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,62,1,1,103.75,6383.35,1,7,102.95725806451614,0.7927419354838605,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True
0,1,1,35,1,1,54.95,1916.0,0,4,54.74285714285714,0.20714285714286262,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,20,1,1,19.5,413.0,0,7,20.65,-1.1499999999999986,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,1,1,40,1,0,19.6,808.95,0,7,20.223750000000003,-0.6237500000000011,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
0,0,0,39,1,1,47.85,1886.4,0,3,48.369230769230775,-0.5192307692307736,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,0,1,1,1,86.6,86.6,1,4,86.6,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1,1,72,1,0,23.75,1679.25,0,8,23.322916666666668,0.42708333333333215,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
1,1,0,33,1,1,80.6,2656.5,1,4,80.5,0.09999999999999432,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,12,1,0,43.8,540.95,0,2,45.07916666666667,-1.2791666666666757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,1,0,19.75,19.75,0,7,19.75,0.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,27,1,0,19.15,537.35,0,7,19.901851851851852,-0.7518518518518533,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
0,1,1,34,1,0,19.6,678.8,0,7,19.96470588235294,-0.3647058823529399,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,0,56,1,0,80.3,4513.65,0,4,80.60089285714285,-0.3008928571428555,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,58,1,0,24.35,1423.85,0,8,24.54913793103448,-0.1991379310344783,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
0,1,1,22,1,0,25.25,555.4,0,8,25.245454545454546,0.004545454545453964,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False
0,1,1,10,1,0,26.1,225.55,0,8,22.555,3.5450000000000017,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
